Text about trial;mCRPC?
"NCT01875250Enzalutamide in Combination With PSA-TRICOM in Patients With Non-Metastatic Castration Sensitive Prostate CancerBackground:

- Enzalutamide is a well tolerated hormone therapy that is used to treat advanced prostate cancer. It is given to help kill cancer cells and limit cancer cell growth. A new possible way of treating prostate cancer is using a therapeutic cancer vaccine (immune stimulating therapy) that may help activate the immune system against the cancer. The immune stimulating vaccine will help white blood cells recognize and kill the cancer cells throughout the body. This vaccine therapy has been tested in hundreds of patients and is very well tolerated. Researchers want to see whether this vaccine, given with enzalutamide, is more effective at treating advanced prostate cancer than enzalutamide alone.

Objectives:

- To compare the safety and effectiveness of enzalutamide with and without vaccine therapy for advanced prostate cancer.

Key Eligibility:

* Men at least 18 years of age who have advanced castration sensitive prostate cancer.
* Patients must have testosterone within the normal range
* No evidence of metastatic prostate cancer on computed tomography (CT) or Bone scan
* No history of autoimmune diseases
* No previous immunotherapy within 3 years

Design:

* Participants will be screened with a physical exam and medical history. Blood and urine samples will be collected. Imaging studies will be used to monitor the cancer before treatment.
* Participants will be separated into two groups. One group will have enzalutamide and the study vaccine. The other group will have enzalutamide alone.
* All participants will take enzalutamide once a day. They will take the drug for 3 months. This form of intermittent therapy is common in this population of patients.
* The vaccine group of participants will receive the new study vaccine. They will have a single injection on the first day of the first study cycle. There will be regular booster injections afterward. There will be one injection during the third week of treatment, and one in the fifth week. The vaccine will then be given every 4 weeks until 21 weeks have passed.
* Treatment will be monitored with frequent blood tests and imaging studies.BIOLOGICAL: PROSTVAC-F (Fowlpox)/TRICOM|BIOLOGICAL: PROSTVAC-V (Vaccinia)/TRICOM|DRUG: Enzalutamide (Xtandi)Tumor Growth Rate, Growth rate was measured using the growth rate equation -f(t) = exp (-d\*t) + exp (g\*t) -1 where exp is the base of the natural algorithm, e = 2.7182 and t is days since treatment started. The tumor growth rate equation measures Prostate Specific Antigen (PSA) rise over time. The UOM is unitless because this is a way to measure PSA kinetics., 7 monthsProstate Cancer";FALSE
NCT01940276Abiraterone Race in Metastatic Castrate-resistant Prostate CancerThe primary goal is to prospectively estimate the median radiographic PFS of African American and Caucasian men with mCRPC to abiraterone acetate and prednisone.DRUG: Abiraterone acetate|DRUG: PrednisoneMedian Radiographic Progression Free Survival (PFS), Time in months from the start of study treatment to the date of first progression according to Prostate Cancer Working Group 2 criteria, or to death due to any cause. Progression is defined using Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.0), as a 20% increase in the sum of the longest diameter of target lesions, or a measurable increase in a non-target lesion, or the appearance of new lesions. Patients alive who had not progressed as of the last follow-up had PFS censored at the last follow-up date. Median rPFS was estimated using a Kaplan-Meier curve., up to 2 yearsProstate Cancer;TRUE
NCT01946204A Study of Apalutamide (ARN-509) in Men With Non-Metastatic Castration-Resistant Prostate CancerThe purpose of this study is to evaluate the efficacy and safety of apalutamide in adult men with high-risk non-metastatic castration-resistant prostate cancer.DRUG: Apalutamide|DRUG: PlaceboMetastasis-Free Survival (MFS) by Blinded Independent Central Review (BICR), MFS was defined as the time from randomization to the time of first evidence of BICR-confirmed bone or soft tissue distant metastasis or death due to any cause, whichever occurred first. The MFS data for participants without metastasis or death were performed for US or ex-US regulatory purposes. Radiographic scans (bone scans and computerized tomography \[CT\] or magnetic resonance imaging \[MRI\] of the chest, abdomen, and pelvis) were performed for detection of metastasis throughout the study., Up to approximately 43 MonthsProstatic Neoplasms;FALSE
NCT01949337Enzalutamide With or Without Abiraterone and Prednisone in Treating Patients With Castration-Resistant Metastatic Prostate CancerThis randomized phase III trial studies enzalutamide to see how well it works compared to enzalutamide, abiraterone, and prednisone in treating patients with castration-resistant metastatic prostate cancer. Androgens can cause the growth of prostate cancer cells. Drugs, such as enzalutamide, abiraterone acetate, and prednisone, may lessen the amount of androgens made by the body.DRUG: enzalutamide|DRUG: abiraterone|DRUG: prednisoneOverall Survival (OS), Overall survival is defined as the time from study registration to death due to any cause., Up to 5 years post treatmentAdenocarcinoma of the Prostate|Hormone-resistant Prostate Cancer|Recurrent Prostate Cancer|Stage IV Prostate Cancer;TRUE
NCT01995513Safety Study of Continued Enzalutamide Treatment In Prostate Cancer PatientsThe purpose of this study is to determine if continued treatment with Enzalutamide is effective in patients with metastatic prostate cancer.DRUG: Enzalutamide|DRUG: Abiraterone|DRUG: Placebo for Enzalutamide|DRUG: PrednisoneProgression Free Survival (PFS), PFS = time from randomization to first documentation of radiographic progression (RP),unequivocal clinical progression or death due to any cause (death within 112 days of treatment discontinuation without objective evidence of RP),whichever occurred first as per investigator. Unequivocal disease progression was pain requiring chronic administration of analgesics, decline of prostate cancer of Eastern Cooperative Oncology Group (ECOG) performance status score to 3 or higher or initiation of new anticancer therapy/radiation therapy or surgical intervention due to tumor progression. ECOG score range= 0(no severity) to 5(maximum severity).RP for bone disease was evaluated by appearance of 2 or more new bone lesions as per Prostate Cancer Clinical Trials Working Group 2 (PCWG2) or for soft tissue disease according to Response Evaluation Criteria in Solid Tumor version 1.1. Participants with no PFS event at analysis date were censored at last tumor assessment date prior to data cutoff date., From randomization until disease progression, last tumor assessment without disease progression or death due to any cause, whichever occurred first (maximum up to 20.3 months)Prostate Cancer;TRUE
NCT02047253Phase 2 Trial of Carfilzomib for Metastatic Castration-resistant Prostate Cancer Following TreatmentThis study will test how effective the drug, Carfilzomib, reduces progression of prostate cancer in patients who have previously received chemotherapy and androgen inhibitors. Carfilzomib is approved for multiple myeloma but is not approved for prostate cancer. Therefore, it is considered investigational. Other approved methods of treatment for metastatic prostate cancer have demonstrated only modest benefits. Novel and tolerable agents are necessary to make further gains and extend overall survival.DRUG: Carfilzomib|DRUG: Dexamethasone|DRUG: AcyclovirProgression-free Survival (PFS), The study will measure patient survival at 6 months but will continue to monitor overall survival as a secondary objective. The Kaplan-Meier method will be used., Baseline through 6 months for evaluating all patients|Overall Survival, Outcome measure was completed by using a count of participants., From baseline through 36 months.Metastatic Castration-resistant Prostate Cancer;TRUE
NCT02057939Salvage Therapeutic Radiation With Enzalutamide and ADT in Men With Recurrent Prostate Cancer (STREAM)The purpose of this study is to describe the 2 year progression-free survival in men with recurrent PSA-only disease after prostatectomy receiving combined enzalutamide and standard androgen-deprivation therapy (ADT) with salvage radiation therapy. Eligible men will have recurrent PSA-only prostate cancer within 4 years of prostatectomy, and a PSA of 0.2 - 4 in the absence of metastatic disease on CT and bone scans. In addition to standard ADT and radiation therapy, research participants will take enzalutamide once daily for six months. It is primarily hypothesized the 2 year PFS rate will be improved with the combined therapy compared to the historical control data in a similar patients setting.DRUG: enzalutamide|DRUG: Androgen Deprivation|RADIATION: Radiation TherapyTwo Year Progression-free Survival, Percentage of patients surviving 2 years from the start of study treatment without progression of disease. PFS was defined as the time from the date of study treatment initiation to the date of first documented progression or death due to any cause. Progression-free was defined as being without one of the following: serum PSA value of 0.2 ng/mL or more above post-radiotherapy PSA nadir that continues to increase 4 weeks later OR if no nadir is experienced, two rising PSA values over 4 or more weeks OR evidence of clinical progression or initiation of systemic therapy for progressive disease, 2 yearsProstate Cancer;FALSE
NCT02058706LHRH Analogue Therapy With Enzalutamide or Bicalutamide in Treating Patients With Hormone Sensitive Prostate CancerThis randomized phase II trial studies if enzalutamide added to standard luteinizing hormone-releasing hormone (LHRH) analogue therapy will improve effects against prostate cancer compared to the standard therapy of LHRH analogue and bicalutamide. Hormone therapies stop the body from producing or block the effect of male sex hormones (testosterone). Enzalutamide blocks the effect of male sex hormones which are responsible for the growth of prostate cancer. Hormonal therapies that lower the level of testosterone are among the most effective treatments for prostate cancer that have spread to other areas of the body (metastasized). It is not yet known whether LHRH analogue therapy with bicalutamide is more effective than LHRH analogue therapy with enzalutamide in treating prostate cancer.DRUG: enzalutamide|DRUG: bicalutamide|PROCEDURE: orchiectomy|DRUG: leuprolide acetate|DRUG: goserelin acetate|OTHER: laboratory biomarker analysisNumber of Participants With PSA Remission Assessed Using the Prostate Cancer Clinical Trials Working Group (PCWG2) Criteria, Number of Participants with PSA Remission Assessed Using the Prostate Cancer Clinical Trials Working Group (PCWG2) Criteria specifically at the 7 month time point. The binary endpoint (yes/no) will be summarized with its point estimate (an occurrence rate), and 2-sided Wilson type 95% confidence interval (CI). PSA response rates will be compared by treatment arm in a stratified logistic regression model., Month 7Adenocarcinoma of the Prostate|Recurrent Prostate Cancer|Stage IV Prostate Cancer;FALSE
"NCT02059213A Phase II Study of Androgen Deprivation Therapy With or Without Palbociclib in RB-Positive Metastatic Prostate CancerThis study will look at the effect of adding the drug Palbociclib to CAD (Combined Androgen Deprivation) therapy in patients with RB (Retinoblastoma Protein) positive hormone sensitive prostate cancer.

The investigators hypothesize that the addition of Palbociclib to initial ADT (Androgen Deprivation Therapy) in patients with newly metastatic RB-positive prostate cancer may significantly increase the efficacy of ADT.DRUG: Ibrance|DRUG: Bicalutamide|DRUG: Zoladex|DRUG: Lupron DepotNumber of Patients Who Achieve a PSA ≤ 4ng/mL After Seven Months of Protocol Treatment in Each Arm, The primary analysis will be assessment of the proportion of patients who achieve a (Prostate-specific antigen) PSA \< 4ng/mL after seven months of protocol treatment in each arm., 28 weeksProstate Cancer";FALSE
NCT02095145Pomegranate-Extract Pill in Preventing Tumor Growth in Patients With Localized Prostate Cancer Undergoing Active SurveillanceThis randomized phase II trial studies pomegranate-extract pill in preventing tumor growth in patients with prostate cancer that is limited to a certain part of the body (localized), who have chosen observation as their treatment plan. The use of pomegranate-extract pill may slow disease progression in patients with localized prostate cancer.OTHER: Laboratory Biomarker Analysis|OTHER: Pharmacological Study|OTHER: Placebo|DRUG: Pomegranate-Extract PillChange in Plasma IGF-1 From Baseline to Post-Treatment, The primary endpoint for modulation of intermediate endpoint biomarkers will be the change in the plasma levels of IGF-1 by a quantitative assay (ELISA) from pre-study to post-treatment. The difference between these time points for the placebo group and the pomegranate fruit extract (PFE) group will be tested using a two-sample t-test with normalizing transformation if necessary or Wilcoxon rank-sum test., Baseline to 12 monthsPSA Level Less Than or Equal to Fifteen|PSA Level Less Than Ten|Stage I Prostate Cancer AJCC v7|Stage II Prostate Cancer AJCC v7|Stage IIA Prostate Cancer AJCC v7|Stage IIB Prostate Cancer AJCC v7;FALSE
NCT02111577Phase III Study of DCVAC/PCa Added to Standard Chemotherapy for Men With Metastatic Castration Resistant Prostate CancerThe VIABLE study sought to confirm the hypothesis that the combination of docetaxel with DCVAC/PCa followed by a maintenance therapy with DCVAC/PCa would improve overall survival in patients with metastatic castration-resistant prostate cancer.BIOLOGICAL: DCVAC/PCa|BIOLOGICAL: PlaceboOverall Survival, Intention-to-treat Population, Overall survival is defined as the time from randomization until death due to any cause., From randomization to death due to any cause, up to 58 monthsMetastatic Castration-resistant Prostate Cancer;TRUE
"NCT02116582A Study to Evaluate Enzalutamide After Abiraterone in Metastatic Castration-Resistant Prostate CancerThe objective of this study was to evaluate the efficacy and safety of enzalutamide treatment in patients with progressive metastatic castration-resistant prostate cancer previously treated with abiraterone acetate.DRUG: EnzalutamideRadiographic Progression-free Survival (rPFS), Radiographic PFS, was defined as the time from first dose to the first objective evidence of radiographic disease progression or death from any cause, whichever occurred first. For patients with no documented progression event, it was censored on the date of the last disease assessment performed prior to the analysis data cut-off point. Radiographic progression (RP) for soft tissue disease was defined by Response Evaluation Criteria in Solid Tumors (RECIST) V1.1 criteria. RP for bone disease was determined according to the consensus guidelines of a modification of the Prostate Cancer Clinical Trials Working Group 2 (PCWG2) guidelines. The 50th percentile of Kaplan-Meier (KM) estimates was used as the estimate of the rPFS median. A 2-sided 95% Confidence Interval (CI) was provided for this estimate using the Brookmeyer \& Crowley (BC) method., From the first dose of study drug administration up to treatment discontinuation or the data cut-off date of 08 May 2016, whichever occurred first; the median duration of treatment was 5.7 months.Metastatic Castration-Resistant Prostate Cancer";TRUE
"NCT02153918Vaccine Plus Booster Shots in Men With Prostate Cancer Undergoing Treatment With Radical ProstatectomyBackground:

- Some men with prostate cancer have their prostate glands removed. The cancer can still come back. Researchers want to know if receiving a vaccine before prostate removal surgery can lead to less recurrence.

Objective:

- To see if a vaccine and booster shots given to men with prostate cancer before surgery changes the immune cells in the prostate gland.

Eligibility:

- Men age 18 and older who have prostate cancer that has not spread, and who want to have their prostate glands removed as treatment.

Design:

* Participants will be screened by their regular cancer care. They may have a small piece of prostate removed.
* Participants must practice effective birth control before and during the study treatment and for 1 month after the last vaccine booster.
* Participants will have a medical history, physical exam, and blood and liver tests. They will be asked about how they perform daily activities.
* Participants will have a magnetic resonance imaging (MRI) scan of the prostate. The scanner is a metal cylinder in a strong magnetic field. Participants will lie on a table that slides in and out of the scanner.
* Participants will be injected with the vaccine, most likely in the leg. They will be injected with the vaccine booster 3 times over several weeks.
* At each booster visit, participants will have a medical history, physical exam, and blood and liver tests.
* Participants will have another MRI. Then they will have surgery to remove their prostate.
* Participants will have 2 follow-up visits during the year after surgery. They will have a medical history, physical exam, and blood test.BIOLOGICAL: PROSTVAC-V/TRICOM|BIOLOGICAL: PROSTVAC-F/TRICOMChanges From Baseline to After Surgery of Cluster of Differentiation 4 (CD4) and Cluster of Differentiation 8 (CD8) Cell Infiltrates, Immunologic CD4 and CD8 cell infiltrate response of a neoadjuvant prime/boost vaccine strategy in prostatectomy specimens. Prostate biopsy specimens are collected and stained for CD4 and CD8 cells. Quantification is reported as the number of stained cells per micron squared of surface area. Change will be noted by utilizing computer automated staining analysis. Density of cell infiltrate will be calculated and the pre and post vaccine values will be compared to determine response to vaccine., Baseline (pre vaccination) and approximately week 10Prostate Cancer|Prostatic Neoplasms|Neoplasms, Prostate";FALSE
NCT02175212Clinical Trials of Adjuvant Androgen Deprivation in Localized Prostate CancerThe present study is a phase III randomized and multicentric trial evaluating the potential additional impact effect of two years adjuvant androgen deprivation when combined with neoadjuvant (4 months) and high-dose (76 Gy) conformal radiotherapy in moderate high-risk prostate cancer patients. Stratification will be performed by prognostic factors and by participating institution.DRUG: Short term androgen deprivation|DRUG: Long term androgen deprivation|RADIATION: Short term androgen deprivation|RADIATION: Long term androgen deprivationBiochemical Disease Free Survival: Estimated Percentage of Participants With Biochemical Disease-free Survival at 5 Years, Biochemical relapse was defined as the time from inclusion in the study (randomization) until the patient meets criteria for Biochemical failure (Phoenix criteria: PSA nadir plus 2 ng/ml)., 5 yearsProstate Adenocarcinoma;FALSE
NCT02200614Efficacy and Safety Study of Darolutamide (ODM-201) in Men With High-risk Non-metastatic Castration-resistant Prostate CancerThe purpose of this study is to assess the safety and efficacy of BAY1841788 (ODM-201) in patients with non-metastatic castration-resistant prostate cancer.DRUG: Darolutamide (Nubeqa, BAY1841788)|DRUG: PlaceboMetastasis-Free Survival, Metastasis-Free Survival (MFS) is defined as the time from randomisation to evidence of metastasis or death from any cause, whichever occurs first (cut-off date 15 Nov 2019), From randomization to the time approximately 385 MFS events were observed (approximately 48 months)Prostate Cancer Non-Metastatic|Castration-Resistant;FALSE
"NCT02257736An Efficacy and Safety Study of Apalutamide (JNJ-56021927) in Combination With Abiraterone Acetate and Prednisone Versus Abiraterone Acetate and Prednisone in Participants With Chemotherapy-naive Metastatic Castration-resistant Prostate Cancer (mCRPC)The purpose of this study is to compare the radiographic progression-free survival (rPFS) of apalutamide in combination with abiraterone acetate (AA) plus prednisone or prednisolone (AAP) and AAP in participants with chemotherapy-naive (participants who did not receive any chemotherapy \[treatment of cancer using drugs\]) metastatic castration-resistant prostate cancer (mCRPC) (cancer of prostate gland \[gland that makes fluid that aids movement of sperm\]).DRUG: Apalutamide|DRUG: Abiraterone acetate|DRUG: Prednisone|DRUG: PlaceboRadiographic Progression-free Survival (rPFS), The rPFS was defined as the time from randomization to the occurrence of one of the following: 1) a participant was considered to have progressed by bone scan if - a) the first bone scan with greater than or equal to (\>=) 2 new lesions compared to baseline was observed in less than (\<) 12 weeks from randomization and was confirmed by a second bone scan taken \>=6 weeks later showing \>=2 additional new lesions (a total of \>=4 new lesions compared to baseline), b) the first bone scan with \>=2 new lesions compared to baseline was observed in \>=12 weeks from randomization and the new lesions were verified on the next bone scan \>=6 weeks later (a total of \>=2 new lesions compared to baseline); 2) progression of soft tissue lesions measured by computerized tomography (CT) or magnetic resonance imaging (MRI) as per Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1., Up to 3 years and 4 monthsProstatic Neoplasms";TRUE
NCT02279862Safety and Efficacy Study of Ipilimumab 3 mg/kg Versus Ipilimumab 10 mg/kg in Subjects With Metastatic Castration Resistant Prostate Cancer Who Are Chemotherapy NaiveThe purpose of this study is to examine the safety and effectiveness (how well the drug works) of two different doses (3 mg/kg and 10 mg/kg) of Ipilimumab (Yervoy™) in patients with metastatic castration resistant prostate cancer.DRUG: IpilimumabRadiographic Progression-free Survival (rPFS), rPFS was defined as the time from the date of randomization until the date of disease progression based on radiographic evidence and/or death from any cause, whichever occurs first. Radiographic disease progression is defined as: Confirmed bone disease progression according to criteria adapted from the Prostate Cancer Clinical Trials Working Group 2 (PCWG2), OR Non-bone disease progression according to the modified Response Evaluation Criteria In Solid Tumors (RECIST) 1.1. After termination of the study, collection of tumor assessments and other data to support the efficacy analyses was no longer required in patients who discontinued study treatment. As a result, the presented efficacy results are based on limited data. The number of participants with reported radiographic progression is shown., From date of randomization until disease progression or death (assessed up to December 2016, approximately 24 months)Prostate Cancer;TRUE
"NCT02286921Testosterone Revival Abolishes Negative Symptoms, Fosters Objective Response and Modulates Enzalutamide ResistanceAsymptomatic men with progressive metastatic Castration-resistant prostate cancer (CRPC) post- treatment with abiraterone acetate (pre-chemotherapy for metastatic disease) will be treated on a randomized, multi-Institutional open label study to determine if treatment with intramuscular T given on a dose/schedule designed to result in rapid cycling from the polar extremes of supraphysiologic to near castrate levels \[i.e. Bipolar Androgen Therapy (BAT)\] will improve primary and secondary objectives vs. enzalutamide as standard therapy.DRUG: Testosterone cypionate|DRUG: Enzalutamide|DRUG: Testosterone EnanthateProgression Free Survival as Measured by Number of Months Until Clinical or Radiographic Progression, Time to clinical progression will be defined as months from randomization to any of the following (whichever occurs earlier):

* Cancer pain requiring initiation of chronic administration of opiate analgesia (oral opiate use for ≥3 weeks; parenteral opiate use for ≥7 days. Patients with cancer pain requiring opiate analgesia for relief should also be assessed by the investigator for the need for initiating systemic chemotherapy or palliative radiation.
* Development of a skeletal-related event (SRE): pathologic fracture, spinal cord compression, or need for surgical intervention or radiation therapy to the bone.
* Development of clinically significant symptoms due to loco-regional tumor progression (e.g. urinary obstruction) requiring surgical intervention or radiation therapy., up to 2 yearsCastration Resistant Metastatic Prostate Cancer";TRUE
NCT02288247A Study to Assess the Benefit of Treatment Beyond Progression With Enzalutamide in Men Who Are Starting Treatment With Docetaxel After Worsening of Their Prostate Cancer When Taking Enzalutamide AloneThe purpose of the study was to understand if there was benefit in continued treatment with a medicine called enzalutamide, when starting treatment with docetaxel and prednisolone (a standard chemotherapy for prostate cancer), after the prostate cancer had gotten worse when treated with enzalutamide alone.DRUG: Enzalutamide|DRUG: Docetaxel|DRUG: Prednisolone|DRUG: PlaceboProgression Free Survival (PFS), PFS: time from randomization (Period 2 Week 1) to earliest progression event. Progression is defined as radiographic progression, unequivocal clinical progression, or death on study. Radiographic progression is defined for bone disease by appearance of ≥ 2 new lesions on whole-body radionuclide bone scan per Prostate Cancer Clinical Trials Working Group 2 (PCWG2) criteria (i.e., unconfirmed progressive disease) that needs to be confirmed in the next assessment (i.e., progressive disease in the next assessment) or for soft tissue disease by Response Evaluation Criteria in Solid Tumors (RECIST) 1.1. Unequivocal clinical progression is defined as new onset cancer pain requiring chronic administration of opiate analgesia or deterioration from prostate cancer of Eastern Cooperative Oncology Group (ECOG) performance status score to ≥ 3, or initiation of subsequent lines of cytotoxic chemotherapy or radiation therapy or surgical intervention due to complications of tumor progression., From date of randomization to the earliest of either documented disease progression (median duration: 35 weeks)Metastatic Castration Resistant Prostate Cancer;TRUE
NCT02353832Stereotactic Ablative Radiotherapy (SABR) for Low Risk Prostate Cancer With Injectable Rectal SpacerThe purpose is to determine if use of rectal spacers are effective at improving protection of rectum from high dose radiation, using rate of rectal ulceration as a surrogate measure of acute effects. It is also to determine whether it provides sufficient dosimetric benefits to warrant further clinical investigation in future SABR (Stereotactic Ablative Body Radiation) related clinical studies.DEVICE: Injectable Rectal Spacer (SpaceOAR, Duraseal or equivalent)Percentage of Participants With Reduction in Acute Per-prostatic Rectal Ulcer Events Events From 90%+ to <70% (Particularly in the Anterior Rectum), The effectiveness of rectal spacer use was measured to determine if they are effective at improving protection of rectum from high dose radiation, using rate of rectal ulceration as a surrogate measure of acute effects, Median 9 months within the end of radiation treatment|Effectiveness of Space Creation of >= 7.5 mm in Protecting Rectum From Toxicity, The effectiveness of rectal spacer use was measured to determine if they are effective at improving protection of rectum from high dose radiation, using rate of rectal ulceration as a surrogate measure of acute effects, Median 9 months within the end of radiation treatmentProstate Cancer;FALSE
NCT02407054A Study of Enzalutamide and LY3023414 in Men With Prostate CancerThe main purpose of this study is to evaluate the safety and effectiveness of the study drug known as LY3023414 in combination with enzalutamide in men with prostate cancer.DRUG: LY3023414|DRUG: Enzalutamide|DRUG: PlaceboPart B: Progression Free Survival (PFS), PFS was defined as the time from randomization until the date of clinical (symptomatic or radiographic) and/or prostate specific antigen (PSA) disease progression per Prostate Cancer Clinical Trials Working Group (PCWG2) or death by any cause regardless of whether the participants withdraws from study drug or receives a subsequent anti-cancer therapy (as determined by the investigator). Participants who have not progressed or died at the time of assessment were censored at the time of the last date of assessment (tumor evaluation or PSA level)., Randomization to Measured Progressive Disease or Death from Any Cause (Up To 34 Months)Prostate Cancer Metastatic;TRUE
"NCT02485691Cabazitaxel Versus the Switch to Alternative AR-targeted Agent (Enzalutamide or Abiraterone) in Metastatic Castration-resistant Prostate Cancer (mCRPC) Patients Previously Treated With Docetaxel and Who Rapidly Failed a Prior AR-targeted AgentPrimary Objective:

To compare the radiographic progression-free survival (rPFS) (using Response Evaluation Criteria in Solid Tumors \[RECIST\] 1.1 for tumor lesions and Prostate Cancer Working Group 2 (PCWG2) criteria for bone scan lesions or death due to any cause) with chemotherapy (cabazitaxel plus prednisone, Arm A) versus Androgen Receptor (AR)-targeted therapy (enzalutamide or abiraterone acetate plus prednisone, Arm B) in mCRPC participants who have been treated with docetaxel and who had disease progression while receiving AR-targeted therapy within 12 months of AR treatment initiation (less than or equal to \[\<=\]12 months, either before or after docetaxel).

Secondary Objective:

* To compare efficacy for:
* Prostate-specific antigen (PSA) response rate and time to PSA progression (TTPP).
* Progression-free survival (PFS).
* Overall survival (OS).
* Tumor response rate and duration of tumor response.
* Pain response and time to pain progression.
* Symptomatic skeletal event (SSE) rate and time to occurrence of any SSE.
* Health status and Health-related Quality of Life (HRQOL).
* To evaluate the correlation of a signature of resistance to AR-targeted agents with clinical outcome via the analysis of circulating tumor cell (CTC) phenotypes as well as expression and localization of proteins including AR isoforms in CTCs.
* To evaluate safety in the 2 treatment arms.DRUG: cabazitaxel XRP6258|DRUG: enzalutamide|DRUG: abiraterone acetate|DRUG: prednisoneRadiographic Progression-Free Survival (rPFS), Radiographic progression-free survival: time (in months) from randomization to occurrence of any one of following: radiological tumor progressions using response evaluation criteria in solid tumors (RECIST 1.1), progression of bone lesions using Prostate Cancer Working Group 2 (PCWG2) criteria or occurrence of death due to any cause. Progression as per RECIST 1.1: at least a 20 percent (%) increase in sum of diameters of target lesions, unequivocal progression of existing non-target lesions. Progression of bone lesions (PCWG2 criteria): first bone scan with \>= 2 new lesions compared to Baseline observed less than (\<) 12 weeks from randomization and confirmed by a second bone scan performed \>=6 weeks; first bone scan with \>=2 new lesions compared to Baseline observed \>=12 weeks from randomization. In accordance with protocol, data cut-off date for final analysis of this endpoint was the date when 196 rPFS events had occurred. Analysis done by Kaplan-Meier method., From randomization until tumor progression or bone lesion progression, death due to any cause, or data cut-off date whichever comes first (maximum duration: up to 141 weeks)Prostate Cancer Metastatic";TRUE
NCT02489318A Study of Apalutamide (JNJ-56021927, ARN-509) Plus Androgen Deprivation Therapy (ADT) Versus ADT in Participants With mHSPCThe purpose of this study is to determine if the addition of apalutamide to ADT provides superior efficacy in improving radiographic progression-free survival (rPFS) or overall survival (OS) for participants with mHSPC.DRUG: Apalutamide|DRUG: Placebo|DRUG: Androgen Deprivation Therapy (ADT)Radiographic Progression-free Survival (rPFS), rPFS as assessed by the investigator was defined as the duration from the date of randomization to the date of first documentation of radiographic progressive disease or death due to any cause, whichever occurred first. Radiographic progressive disease was defined as progression of soft tissue lesions measured by computed tomography (CT) or magnetic resonance imaging (MRI) as defined by modified Response evaluation criteria in solid tumors (RECIST) 1.1., Up to 35 months|Overall Survival (OS), OS was defined as the time from date of randomization to date of death from any cause., Up to 57 monthsProstate Cancer;FALSE
"NCT02649439Prostvac in Patients With Biochemically Recurrent Prostate CancerBackground:

Some people who have been treated for prostate cancer still have high prostate-specific antigen (PSA) levels. This may indicate cancer. These people have non-metastatic castration sensitive prostate cancer (nmCSPC) or biochemical recurrent prostate cancer. Researchers think the immune system can be taught to fight and kill cancer cells. They think an immunotherapy vaccine called prostvac could help reduce PSA levels in people with this type of prostate cancer.

Objective:

To test if prostvac can decrease tumor growth rate as measured by PSA compared to getting surveillance alone.

Eligibility:

Men ages 18 or older who have nmCSPC or biochemical recurrent prostate cancer

Design:

Participants will be screened with:

Medical history

Physical exam

Blood and urine tests

Bone scan

Computed tomography (CT) scan, or magnetic resonance imaging (MRI) and positron emission tomography (PET) scan: They lie in a machine that takes pictures of the body.

Electrocardiogram: Soft electrodes are stuck to the skin to record heart signals.

Participants will be part of 1 of 2 arms: Arm A will get prostvac for 6 months. Arm B will have surveillance for 6 months followed by prostvac for 6 months.

During the prostvac period, participants will get prostvac as a shot under the skin on weeks 1, 3, and 5, and then monthly for a total of 5 months.

Participants will have follow-up visits at least every month until they recover from prostvac side effects or their cancer worsens. Visits may include repeats of screening tests.

Participants will be followed for up to 15 years. They will have a physical exam every year for the first 5 years. They will have phone calls once a year.BIOLOGICAL: PROSTVAC -V|BIOLOGICAL: PROSTVAC-FTumor Growth Rate as Measured by Prostate-specific Antigen (PSA) Rise After 6 Months When PROSTVAC is Initiated Compared to a Group on Surveillance for 6 Months, Tumor growth rate was measured using the equation PSA (log growth rate) +/- SE (standard error)., 6 monthsProstate Cancer";FALSE
