Abstract;RCT?
"DNA methylation signatures for prediction of biochemical recurrence after radical prostatectomy of clinically localized prostate cancer.PURPOSE: Diagnostic and prognostic tools for prostate cancer (PC) are suboptimal, causing overtreatment of indolent PC and risk of delayed treatment of aggressive PC. Here, we identify six novel candidate DNA methylation markers for PC with promising diagnostic and prognostic potential. METHODS: Microarray-based screening and bisulfite sequencing of 20 nonmalignant and 29 PC tissue specimens were used to identify new candidate DNA hypermethylation markers for PC. Diagnostic and prognostic potential was evaluated in 35 nonmalignant prostate tissue samples, 293 radical prostatectomy (RP) samples (cohort 1, training), and 114 malignant RP samples (cohort 2, validation) collected in Denmark, Switzerland, Germany, and Finland. Sensitivity and specificity for PC were evaluated by receiver operating characteristic analyses. Correlations between DNA methylation levels and biochemical recurrence were assessed using log-rank tests and univariate and multivariate Cox regression analyses. RESULTS: Hypermethylation of AOX1, C1orf114, GAS6, HAPLN3, KLF8, and MOB3B was highly cancer specific (area under the curve, 0.89 to 0.98). Furthermore, high C1orf114 methylation was significantly (P < .05) associated with biochemical recurrence in multivariate analysis in cohort 1 (hazard ratio [HR], 3.10; 95% CI, 1.89 to 5.09) and was successfully validated in cohort 2 (HR, 3.27; 95% CI, 1.17 to 9.12). Moreover, a significant (P < .05) three-gene prognostic methylation signature (AOX1/C1orf114/HAPLN3), classifying patients into low- and high-methylation subgroups, was trained in cohort 1 (HR, 1.91; 95% CI, 1.26 to 2.90) and validated in cohort 2 (HR, 2.33; 95% CI, 1.31 to 4.13). CONCLUSION: We identified six novel candidate DNA methylation markers for PC. C1orf114 hypermethylation and a three-gene methylation signature were independent predictors of time to biochemical recurrence after RP in two PC patient cohorts.";FALSE
"Actual status of distribution and prognostic impact of extramural discontinuous cancer spread in colorectal cancer.PURPOSE: To clarify the prognostic impact of tumor nodules without residual lymph node (LN) structure (ND) in colorectal cancer and to determine optimal categorization of ND in tumor staging. PATIENTS AND METHODS: A multicenter, retrospective pathologic review was performed for 1716 patients with stages I to III curatively resected colorectal cancer treated at 11 institutions between 1994 and 1998. An additional 2242 patients from nine institutions were enrolled between 1999 and 2003 as a second cohort to validate the results. RESULTS: LN metastasis (LNM) and ND were observed in 33.7% and 16.0% (smooth-contour nodule [S-ND], 8.2%; irregular-contour nodule [I-ND], 10.7%) of patients in the first cohort. S-ND and I-ND were similarly distributed in the regional area. There was no considerable difference in the impact on survival between S-ND (hazard ratio [HR], 2.7; 95% CI, 1.9 to 3.8) and I-ND (HR, 4.3; 95% CI, 3.3 to 5.8) or between LNM (HR, 4.5; 95% CI, 3.4 to 6.0) and ND (HR, 4.0; 95% CI, 3.1 to 5.3). LNM and ND were similarly associated with the mode of recurrence. Tumor nodules ≥ 5 mm growing with venous/perineural invasion (ND [v/pni+]), judged with 0.61 κ value among 11 observers, had an independent prognostic value for 5-year survival of 42%; similar results were observed in the second cohort. CONCLUSION: These results do not support the TNM system in which S-ND is treated differently from I-ND in tumor staging; LNM and ND should be considered together in the same category. The presence of ND (v/pni+) has a considerable adverse prognostic effect.";FALSE
"Whole-Exome Sequencing of Metastatic Cancer and Biomarkers of Treatment Response.IMPORTANCE: Understanding molecular mechanisms of response and resistance to anticancer therapies requires prospective patient follow-up and clinical and functional validation of both common and low-frequency mutations. We describe a whole-exome sequencing (WES) precision medicine trial focused on patients with advanced cancer. OBJECTIVE: To understand how WES data affect therapeutic decision making in patients with advanced cancer and to identify novel biomarkers of response. DESIGN, SETTING, AND PATIENTS: Patients with metastatic and treatment-resistant cancer were prospectively enrolled at a single academic center for paired metastatic tumor and normal tissue WES during a 19-month period (February 2013 through September 2014). A comprehensive computational pipeline was used to detect point mutations, indels, and copy number alterations. Mutations were categorized as category 1, 2, or 3 on the basis of actionability; clinical reports were generated and discussed in precision tumor board. Patients were observed for 7 to 25 months for correlation of molecular information with clinical response. MAIN OUTCOMES AND MEASURES: Feasibility, use of WES for decision making, and identification of novel biomarkers. RESULTS: A total of 154 tumor-normal pairs from 97 patients with a range of metastatic cancers were sequenced, with a mean coverage of 95X and 16 somatic alterations detected per patient. In total, 16 mutations were category 1 (targeted therapy available), 98 were category 2 (biologically relevant), and 1474 were category 3 (unknown significance). Overall, WES provided informative results in 91 cases (94%), including alterations for which there is an approved drug, there are therapies in clinical or preclinical development, or they are considered drivers and potentially actionable (category 1-2); however, treatment was guided in only 5 patients (5%) on the basis of these recommendations because of access to clinical trials and/or off-label use of drugs. Among unexpected findings, a patient with prostate cancer with exceptional response to treatment was identified who harbored a somatic hemizygous deletion of the DNA repair gene FANCA and putative partial loss of function of the second allele through germline missense variant. Follow-up experiments established that loss of FANCA function was associated with platinum hypersensitivity both in vitro and in patient-derived xenografts, thus providing biologic rationale and functional evidence for his extreme clinical response. CONCLUSIONS AND RELEVANCE: The majority of advanced, treatment-resistant tumors across tumor types harbor biologically informative alterations. The establishment of a clinical trial for WES of metastatic tumors with prospective follow-up of patients can help identify candidate predictive biomarkers of response.";FALSE
"Effect of HIV on survival in patients with non-small-cell lung cancer in the era of highly active antiretroviral therapy: a population-based study.BACKGROUND: HIV-infected patients with lung cancer have been reported to have poorer survival than uninfected patients. Whether this outcome holds true in the era of highly active antiretroviral therapy (HAART) is unclear. We examined the effect of HIV infection on clinical outcome in patients with lung cancer who are also receiving HAART. METHODS: Patients diagnosed with non-small-cell lung cancer (NSCLC) from Jan 1, 2000, to Dec 31, 2005, with or without HIV infection were identified by querying the Surveillance, Epidemiology, and End Results registry and the Medicare lung cancer database. Survival analysis by stage and treatment delivered comparing the HIV-infected patients with uninfected controls was done with Kaplan-Meier and Cox models with propensity score adjustments. FINDINGS: 71,976 patients with NSCLC were identified as uninfected controls and 322 patients with NSCLC were identified in the HIV group; median age was 75 years for both groups. Median overall survival for all stages was 7·0 months (95% CI 7·0-7·0) for uninfected controls versus 8·0 months (6·0-10·0) for the HIV group (p=0·16); for those with stage I/II disease it was 37·0 months (36·0-39·0) versus 43·0 months (26·0-58·0; p=0·37); for those with stage IIIA/IIIB disease it was 7·0 months (7·0-7·0) versus 3·0 months (2·0-8·0; p=0·051); and for those with stage IV disease it was 3·0 months for both groups (95% CI 3·0-3·0 for controls; 2·0-5·0 for HIV group; p=0·77). After propensity score adjustment, the survival difference in stage IIIA/IIIB was no longer seen (hazard ratio 0·88; 95% CI 0·71-1·09). The median survival for HIV infected patients with stage I or II NSCLC who underwent surgical resection was 58·0 months (95% CI 57·0-60·0) for uninfected controls versus 50·0 months (42·0 to unestimable) for the HIV group (p=0·88). INTERPRETATION: We noted no significant difference in clinical outcome between patients with HIV and uninfected controls with NSCLC. Survival after curative surgical resection in early-stage patients was similar in HIV-infected individuals and uninfected controls. These data suggest that HIV status should not affect therapeutic decision making in NSCLC. FUNDING: US National Cancer Institute (award number UC2CA148310).";FALSE
Management of the Axilla in Early-Stage Breast Cancer: Ontario Health (Cancer Care Ontario) and ASCO Guideline.PURPOSE: To provide recommendations on the best strategies for the management and on the best timing and treatment (surgical and radiotherapeutic) of the axilla for patients with early-stage breast cancer. METHODS: Ontario Health (Cancer Care Ontario) and ASCO convened a Working Group and Expert Panel to develop evidence-based recommendations informed by a systematic review of the literature. RESULTS: This guideline endorsed two recommendations of the ASCO 2017 guideline for the use of sentinel lymph node biopsy in patients with early-stage breast cancer and expanded on that guideline with recommendations for radiotherapy interventions, timing of staging after neoadjuvant chemotherapy (NAC), and mapping modalities. Overall, the ASCO 2017 guideline, seven high-quality systematic reviews, 54 unique studies, and 65 corollary trials formed the evidentiary basis of this guideline. RECOMMENDATIONS: Recommendations are issued for each of the objectives of this guideline: (1) To determine which patients with early-stage breast cancer require axillary staging, (2) to determine whether any further axillary treatment is indicated for women with early-stage breast cancer who did not receive NAC and are sentinel lymph node-negative at diagnosis, (3) to determine which axillary strategy is indicated for women with early-stage breast cancer who did not receive NAC and are pathologically sentinel lymph node-positive at diagnosis (after a clinically node-negative presentation), (4) to determine what axillary treatment is indicated and what the best timing of axillary treatment for women with early-stage breast cancer is when NAC is used, and (5) to determine which are the best methods for identifying sentinel nodes.Additional information is available at www.asco.org/breast-cancer-guidelines.;FALSE
"Association of Medicaid Expansion With Mortality Disparity by Race and Ethnicity Among Patients With De Novo Stage IV Breast Cancer.IMPORTANCE: Patients who are uninsured and belong to racial and ethnic minority groups or have low socioeconomic status have suboptimal access to health care, likely affecting outcomes. The association of the Affordable Care Act's Medicaid expansion with survival among patients with metastatic breast cancer is unknown. OBJECTIVE: To examine the association between Medicaid expansion and mortality disparity among patients with de novo stage IV breast cancer. DESIGN, SETTING, AND PARTICIPANTS: Cross-sectional, population-based study of survival using Cox proportional hazards regression and difference-in-difference (DID) analysis of data from the National Cancer Database and patients diagnosed as having de novo stage IV breast cancer between January 1, 2010, and December 31, 2016, residing in states that underwent Medicaid expansion on January 1, 2014. The preexpansion period was January 1, 2010, to December 31, 2013; the postexpansion period was January 1, 2014, to December 31, 2016. Data were analyzed between September 4, 2020, and November 16, 2021. EXPOSURES: Comparison of survival improvement between patients of racial and ethnic minority groups and White patients in the preexpansion and postexpansion periods. Because of small numbers in the specific racial and ethnic minority groups, these patients were combined into 1 category for comparisons. MAIN OUTCOMES AND MEASURES: Overall survival (OS) and 2-year mortality rate. RESULTS: Among 9322 patients included (mean [SD] age, 55 [7] years), 5077 were diagnosed in the preexpansion and 4245 in the postexpansion period. The racial and ethnic minority group comprised 2545 (27.3%), which included 500 (5.4%) Hispanic (any race), 1515 (16.3%) non-Hispanic Black, and 530 (5.7%) non-Hispanic other including 25 (0.3%) American Indian or Alaska Native, 357 (3.8%) Asian or Pacific Islander, and 148 (1.6%) unknown, and 6777 (72.7%) were in the White patient group. In the preexpansion period, White patients had increased OS compared with patients of racial and ethnic minority groups (adjusted hazard ratio [aHR], 1.22; 95% CI, 1.10-1.35); this difference was not observed in the postexpansion period (aHR, 0.96; 95% CI, 0.86-1.08). A reduction in 2-year mortality was observed between the preexpansion and postexpansion periods (32.2% vs 26.0%). The adjusted 2-year mortality decreased from 40.6% to 36.3% among White patients and from 45.6% to 35.8% among patients of racial and ethnic minority groups (adjusted DID, -5.5%; 95% CI, -9.5 to -1.6; P = .006). Among patients in the lowest income quartile (n = 1510), patients of racial and ethnic minority groups had an increased risk of death in the preexpansion period (aHR, 1.28; 95% CI, 1.01-1.61) but lower risk in the postexpansion period (aHR, 0.75; 95% CI, 0.59-0.95). In this subset of patients, those of racial and ethnic minority groups had a greater reduction in 2-year mortality compared with White patients (adjusted DID, -12.8%; 95% CI, -22.2 to -3.5; P = .007). CONCLUSIONS AND RELEVANCE: In this cross-sectional study, survival differences observed between patients of racial and ethnic minority groups and White patients in the preexpansion period were no longer present in the postexpansion period. A greater reduction in 2-year mortality was observed among patients of racial and ethnic minority groups compared with White patients. These results suggest that policies aimed at improving equity and increasing access to health care may reduce racial and ethnic disparities in breast cancer outcomes.";FALSE
"Phase III trial comparing capecitabine plus cisplatin versus capecitabine plus cisplatin with concurrent capecitabine radiotherapy in completely resected gastric cancer with D2 lymph node dissection: the ARTIST trial.PURPOSE: The ARTIST (Adjuvant Chemoradiation Therapy in Stomach Cancer) trial was the first study to our knowledge to investigate the role of postoperative chemoradiotherapy therapy in patients with curatively resected gastric cancer with D2 lymph node dissection. This trial was designed to compare postoperative treatment with capecitabine plus cisplatin (XP) versus XP plus radiotherapy with capecitabine (XP/XRT/XP). PATIENTS AND METHODS: The XP arm received six cycles of XP (capecitabine 2,000 mg/m2 per day on days 1 to 14 and cisplatin 60 mg/m2 on day 1, repeated every 3 weeks) chemotherapy. The XP/XRT/XP arm received two cycles of XP followed by 45-Gy XRT (capecitabine 1,650 mg/m2 per day for 5 weeks) and two cycles of XP. RESULTS: Of 458 patients, 228 were randomly assigned to the XP arm and 230 to the XP/XRT/XP arm. Treatment was completed as planned by 75.4% of patients (172 of 228) in the XP arm and 81.7% (188 of 230) in the XP/XRT/XP arm. Overall, the addition of XRT to XP chemotherapy did not significantly prolong disease-free survival (DFS; P = .0862). However, in the subgroup of patients with pathologic lymph node metastasis at the time of surgery (n = 396), patients randomly assigned to the XP/XRT/XP arm experienced superior DFS when compared with those who received XP alone (P = .0365), and the statistical significance was retained at multivariate analysis (estimated hazard ratio, 0.6865; 95% CI, 0.4735 to 0.9952; P = .0471). CONCLUSION The addition of XRT to XP chemotherapy did not significantly reduce recurrence after curative resection and D2 lymph node dissection in gastric cancer. A subsequent trial (ARTIST-II) in patients with lymph node-positive gastric cancer is planned.";TRUE
"Tislelizumab Plus Chemotherapy vs Chemotherapy Alone as First-line Treatment for Advanced Squamous Non-Small-Cell Lung Cancer: A Phase 3 Randomized Clinical Trial.IMPORTANCE: This study demonstrates that tislelizumab in combination with chemotherapy is associated with improved progression-free survival (PFS) in patients with advanced squamous non-small-cell lung cancer (sq-NSCLC). OBJECTIVE: To assess the efficacy and safety/tolerability of tislelizumab plus chemotherapy vs chemotherapy alone as first-line treatment for patients with advanced sq-NSCLC. DESIGN, SETTING, AND PARTICIPANTS: This open-label, randomized phase 3 clinical trial was conducted at 46 sites in China between July 2018 and June 2019 and included patients with treatment-naive, histologically confirmed stage IIIB/IV sq-NSCLC. The data cutoff for these analyses was December 6, 2019; data extraction occurred on January 7, 2020. INTERVENTIONS: Patients were randomized (1:1:1) to receive 1 of the following regimens intravenously on a 21-day cycle: tislelizumab (200 mg, day 1) plus paclitaxel (175 mg/m2, day 1) and carboplatin (area under the concentration of 5, day 1) (arm A); tislelizumab plus nab-paclitaxel (100 mg/m2, days 1, 8, and 15) and carboplatin (arm B); and paclitaxel and carboplatin (arm C). Patients were stratified by disease stage and tumor programmed cell death 1 ligand 1 (PD-L1) expression (<1% vs 1%-49% vs ≥50%). MAIN OUTCOMES AND MEASURES: The primary end point was progression-free survival (PFS) assessed by an independent review committee (IRC). Secondary end points included overall survival, investigator-assessed (INV) PFS, IRC-assessed objective response rate (ORR), and IRC-assessed duration of response, as well as the incidence and severity of adverse events (AEs). RESULTS: Overall, 355 patients (median [range] age, 62 [34-74] years; 330 men [91.7%]) with sq-NSCLC received treatment. After a median study follow-up of 8.6 months (95% CI, 8.1-9.0 months), IRC-assessed PFS was significantly improved with tislelizumab plus chemotherapy (arm A, 7.6 months; arm B, 7.6 months) vs chemotherapy alone (arm C, 5.5 months; hazard ratios were 0.524 (95% CI, 0.370-0.742; P < .001 [A vs C]) and 0.478 (95% CI, 0.336-0.679; P < .001 [B vs C]). Higher IRC-assessed ORR and longer IRC-assessed duration of response were observed in arms A (72.5%; 8.2 months) and B (74.8%; 8.6 months) vs C (49.6%; 4.2 months). No association was observed between PD-L1 expression and IRC-assessed PFS or ORR. Discontinuation of any treatment because of AEs was reported in 15 (12.5%; arm A), 35 (29.7%; arm B), and 18 (15.4%; arm C) patients. In each arm, the most common grade of 3 or greater AE was decreased neutrophil levels, which aligned with known chemotherapy toxic effects. Six treatment-related AEs leading to death occurred; however, no deaths were solely attributed to tislelizumab. CONCLUSIONS AND RELEVANCE: In this phase 3 randomized clinical trial, adding tislelizumab to chemotherapy was associated with significantly prolonged IRC-assessed PFS, higher IRC-assessed ORRs, and a manageable safety/tolerability profile in patients with advanced sq-NSCLC, regardless of PD-L1 expression. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT03594747.";TRUE
Actionable Tumor Alterations and Treatment Protocol Enrollment of Pediatric and Young Adult Patients With Refractory Cancers in the National Cancer Institute-Children's Oncology Group Pediatric MATCH Trial.PURPOSE: The National Cancer Institute-Children's Oncology Group Pediatric MATCH trial aimed to facilitate evaluation of molecular-targeted therapies in biomarker-selected cohorts of childhood and young adult patients with cancer by screening tumors for actionable alterations. PATIENTS AND METHODS: Tumors from patients age 1-21 years with refractory solid tumors, lymphomas, or histiocytic disorders were subjected to cancer gene panel sequencing and limited immunohistochemistry to identify actionable alterations for assignment to phase II treatment arms. The rates of treatment arm assignment and enrollment were compared between clinical and demographic groups. RESULTS: Testing was completed for 94.7% of tumors submitted. Actionable alterations were detected in 31.5% of the first 1,000 tumors screened, with treatment arm assignment and enrollment occurring in 28.4% and 13.1% of patients, respectively. Assignment rates varied by tumor histology and were higher for patients with CNS tumors or enrolled at Pediatric Early Phase Clinical Trials Network sites. A reported history of prior clinical molecular testing was associated with higher assignment and enrollment rates. Actionable alterations in the mitogen-activated protein kinase signaling pathway were most frequent (11.2%). The most common reasons provided for not enrolling on treatment arms were patients receiving other treatment or poor clinical status. CONCLUSION: The Pediatric MATCH trial has proven the feasibility of a nationwide screening Protocol for identification of actionable genetic alterations and assignment of pediatric and young adult patients with refractory cancers to trials of molecularly targeted therapies. These data support the early use of tumor molecular screening for childhood patients with cancer whose tumors have not responded to standard treatments.;FALSE
Integrative and comparative genomic analysis of lung squamous cell carcinomas in East Asian patients.PURPOSE: Lung squamous cell carcinoma (SCC) is the second most prevalent type of lung cancer. Currently, no targeted therapeutics are approved for treatment of this cancer, largely because of a lack of systematic understanding of the molecular pathogenesis of the disease. To identify therapeutic targets and perform comparative analyses of lung SCC, we probed somatic genome alterations of lung SCC by using samples from Korean patients. PATIENTS AND METHODS: We performed whole-exome sequencing of DNA from 104 lung SCC samples from Korean patients and matched normal DNA. In addition, copy-number analysis and transcriptome analysis were conducted for a subset of these samples. Clinical association with cancer-specific somatic alterations was investigated. RESULTS: This cancer cohort is characterized by a high mutational burden with an average of 261 somatic exonic mutations per tumor and a mutational spectrum showing a signature of exposure to cigarette smoke. Seven genes demonstrated statistical enrichment for mutation: TP53, RB1, PTEN, NFE2L2, KEAP1, MLL2, and PIK3CA). Comparative analysis between Korean and North American lung SCC samples demonstrated a similar spectrum of alterations in these two populations in contrast to the differences seen in lung adenocarcinoma. We also uncovered recurrent occurrence of therapeutically actionable FGFR3-TACC3 fusion in lung SCC. CONCLUSION: These findings provide new steps toward the identification of genomic target candidates for precision medicine in lung SCC, a disease with significant unmet medical needs.;FALSE
"Relationship between male pattern baldness and the risk of aggressive prostate cancer: an analysis of the Prostate, Lung, Colorectal, and Ovarian Cancer Screening Trial.PURPOSE: Male pattern baldness and prostate cancer appear to share common pathophysiologic mechanisms. However, results from previous studies that assess their relationship have been inconsistent. Therefore, we investigated the association of male pattern baldness at age 45 years with risks of overall and subtypes of prostate cancer in a large, prospective cohort—the Prostate, Lung, Colorectal and Ovarian (PLCO) Cancer Screening Trial. METHODS: We included 39,070 men from the usual care and screening arms of the trial cohort who had no cancer diagnosis (excluding nonmelanoma skin cancer) at the start of follow-up and recalled their hair-loss patterns at age 45 years. Hazard ratios (HRs) and 95% CIs were estimated by using Cox proportional hazards regression models with age as the time metric. RESULTS: During follow-up (median, 2.78 years), 1,138 incident prostate cancer cases were diagnosed, 571 of which were aggressive (biopsy Gleason score ≥ 7, and/or clinical stage III or greater, and/or fatal). Compared with no baldness, frontal plus moderate vertex baldness at age 45 years was not significantly associated with overall (HR, 1.19; 95% CI, 0.98 to 1.45) or nonaggressive (HR, 0.97; 95% CI, 0.72 to 1.30) prostate cancer risk but was significantly associated with increased risk of aggressive prostate cancer (HR, 1.39; 95% CI, 1.07 to 1.80). Adjustment for covariates did not substantially alter these estimates. Other classes of baldness were not significantly associated with overall or subtypes of prostate cancer. CONCLUSION: Our analysis indicates that frontal plus moderate vertex baldness at age 45 years is associated with an increased risk of aggressive prostate cancer and supports the possibility of common pathophysiologic mechanisms.";FALSE
"Randomized, double-blind, placebo-controlled, phase III chemoprevention trial of selenium supplementation in patients with resected stage I non-small-cell lung cancer: ECOG 5597.PURPOSE: Selenium has been reported to have chemopreventive benefits in lung cancer. We conducted a double-blind, placebo-controlled trial to evaluate the incidence of second primary tumors (SPTs) in patients with resected non-small-cell lung cancer (NSCLC) receiving selenium supplementation. PATIENTS AND METHODS: Patients with completely resected stage I NSCLC were randomly assigned to take selenized yeast 200 μg versus placebo daily for 48 months. Participation was 6 to 36 months postoperatively and required a negative mediastinal node biopsy, no excessive vitamin intake, normal liver function, negative chest x-ray, and no other evidence of recurrence. RESULTS: The first interim analysis in October 2009, with 46% of the projected end points accumulated, showed a trend in favor of the placebo group with a low likelihood that the trial would become positive; thus, the study was stopped. One thousand seven hundred seventy-two participants were enrolled, with 1,561 patients randomly assigned. Analysis was updated in June 2011 with the maturation of 54% of the planned end points. Two hundred fifty-two SPTs (from 224 patients) developed, of which 98 (from 97 patients) were lung cancer (38.9%). Lung and overall SPT incidence were 1.62 and 3.54 per 100 person-years, respectively, for selenium versus 1.30 and 3.39 per 100 person-years, respectively, for placebo (P = .294). Five-year disease-free survival was 74.4% for selenium recipients versus 79.6% for placebo recipients. Grade 1 to 2 toxicity occurred in 31% of selenium recipients and 26% of placebo recipients, and grade ≥ 3 toxicity occurred in less than 2% of selenium recipients versus 3% of placebo recipients. Compliance was excellent. No increase in diabetes mellitus or skin cancer was detected. CONCLUSION: Selenium was safe but conferred no benefit over placebo in the prevention of SPT in patients with resected NSCLC.";TRUE
"FOLFIRI plus cetuximab versus FOLFIRI plus bevacizumab as first-line treatment for patients with metastatic colorectal cancer (FIRE-3): a randomised, open-label, phase 3 trial.BACKGROUND: Cetuximab and bevacizumab have both been shown to improve outcomes in patients with metastatic colorectal cancer when added to chemotherapy regimens; however, their comparative effectiveness when partnered with first-line fluorouracil, folinic acid, and irinotecan (FOLFIRI) is unknown. We aimed to compare these agents in patients with KRAS (exon 2) codon 12/13 wild-type metastatic colorectal cancer. METHODS: In this open-label, randomised, phase 3 trial, we recruited patients aged 18-75 years with stage IV, histologically confirmed colorectal cancer, an Eastern Cooperative Oncology Group (ECOG) performance status of 0-2, an estimated life expectancy of greater than 3 months, and adequate organ function, from centres in Germany and Austria. Patients were centrally randomised by fax (1:1) to FOLFIRI plus cetuximab or FOLFIRI plus bevacizumab (using permuted blocks of randomly varying size), stratified according to ECOG performance status, number of metastatic sites, white blood cell count, and alkaline phosphatase concentration. The primary endpoint was objective response analysed by intention to treat. The study has completed recruitment, but follow-up of participants is ongoing. The trial is registered with ClinicalTrials.gov, number NCT00433927. FINDINGS: Between Jan 23, 2007, and Sept 19, 2012, 592 patients with KRAS exon 2 wild-type tumours were randomly assigned and received treatment (297 in the FOLFIRI plus cetuximab group and 295 in the FOLFIRI plus bevacizumab group). 184 (62·0%, 95% CI 56·2-67·5) patients in the cetuximab group achieved an objective response compared with 171 (58·0%, 52·1-63·7) in the bevacizumab group (odds ratio 1·18, 95% CI 0·85-1·64; p=0·18). Median progression-free survival was 10·0 months (95% CI 8·8-10·8) in the cetuximab group and 10·3 months (9·8-11·3) in the bevacizumab group (hazard ratio [HR] 1·06, 95% CI 0·88-1·26; p=0·55); however, median overall survival was 28·7 months (95% CI 24·0-36·6) in the cetuximab group compared with 25·0 months (22·7-27·6) in the bevacizumab group (HR 0·77, 95% CI 0·62-0·96; p=0·017). Safety profiles were consistent with the known side-effects of the study drugs. The most common grade 3 or worse adverse events in both treatment groups were haematotoxicity (73 [25%] of 297 patients in the cetuximab group vs 62 [21%] of 295 patients in the bevacizumab group), skin reactions (77 [26%] vs six [2%]), and diarrhoea (34 [11%] vs 40 [14%]). INTERPRETATION: Although the proportion of patients who achieved an objective response did not significantly differ between the FOLFIRI plus cetuximab and FOLFIRI plus bevacizumab groups, the association with longer overall survival suggests that FOLFIRI plus cetuximab could be the preferred first-line regimen for patients with KRAS exon 2 wild-type metastatic colorectal cancer. FUNDING: Merck KGaA.";TRUE
"Reduced melanoma after regular sunscreen use: randomized trial follow-up.PURPOSE: Regular sunscreen use prevents cutaneous squamous cell carcinoma long term, but the effect on melanoma is highly controversial. We evaluated whether long-term application of sunscreen decreases risk of cutaneous melanoma. PARTICIPANTS AND METHODS: In 1992, 1,621 randomly selected residents of Nambour, a township in Queensland, Australia, age 25 to 75 years, were randomly assigned to daily or discretionary sunscreen application to head and arms in combination with 30 mg beta carotene or placebo supplements until 1996. Participants were observed until 2006 with questionnaires and/or through pathology laboratories and the cancer registry to ascertain primary melanoma occurrence. RESULTS: Ten years after trial cessation, 11 new primary melanomas had been identified in the daily sunscreen group, and 22 had been identified in the discretionary group, which represented a reduction of the observed rate in those randomly assigned to daily sunscreen use (hazard ratio [HR], 0.50; 95% CI, 0.24 to 1.02; P = .051). The reduction in invasive melanomas was substantial (n = 3 in active v 11 in control group; HR, 0.27; 95% CI, 0.08 to 0.97) compared with that for preinvasive melanomas (HR, 0.73; 95% CI, 0.29 to 1.81). CONCLUSION: Melanoma may be preventable by regular sunscreen use in adults.";TRUE
"Long-term Clinical Outcomes and Biomarker Analyses of Atezolizumab Therapy for Patients With Metastatic Triple-Negative Breast Cancer: A Phase 1 Study.IMPORTANCE: Atezolizumab (anti-programmed cell death ligand 1 [PD-L1]) is well tolerated and clinically active in multiple cancer types. Its safety and clinical activity in metastatic triple-negative breast cancer (mTNBC) has not been reported. OBJECTIVE: To evaluate the safety, clinical activity, and biomarkers associated with the use of single-agent atezolizumab in patients with mTNBC. DESIGN, SETTING, AND PARTICIPANTS: Women with mTNBC (defined by investigator assessment) were enrolled between January 2013 and February 2016 in a multicohort open-label, phase 1 study at US and European academic medical centers. Median follow-up was 25.3 months (range, 0.4-45.6 months). Eligible patients regardless of line of therapy had measurable disease by Response Evaluation Criteria in Solid Tumors, version 1.1; Eastern Cooperative Oncology Group performance status of 0 to 1; and a representative tumor sample for assessment of immune cell (IC) PD-L1 expression. INTERVENTIONS: Atezolizumab was given intravenously every 3 weeks until unacceptable toxic effects or loss of clinical benefit. MAIN OUTCOMES AND MEASURES: Primary outcome was safety and tolerability. Activity and exploratory outcomes included objective response rate (ORR), duration of response, progression-free survival (PFS), and overall survival (OS). Outcomes were assessed in all patients and in key patient subgroups. RESULTS: Among 116 evaluable patients (median age, 53 years [range, 29-82 years]), treatment-related adverse events occurred in 73 (63%); 58 (79%) were grade 1 to 2. Most adverse events occurred within the first treatment year. The ORRs were numerically higher in first-line (5 of 21 [24%]) than in second-line or greater patients (6 of 94 [6%]). Median duration of response was 21 months (range, 3 to ≥38 months). Median PFS was 1.4 (95% CI, 1.3-1.6) months by RECIST and 1.9 (95% CI, 1.4-2.5) months by irRC. In first-line patients, median OS was 17.6 months (95% CI, 10.2 months to not estimable). Patients with PD-L1 expression of at least 1% tumor-infiltrating ICs had higher ORRs and longer OS (12% [11 of 91]; 10.1 [95% CI, 7.0-13.8] months, respectively) than those with less than 1% ICs (0 of 21; 6.0 [95% CI, 2.6-12.6] months, respectively). High levels of ICs (>10%) were independently associated with higher ORRs and longer OS. CONCLUSIONS AND RELEVANCE: Single-agent atezolizumab was well tolerated and provided durable clinical benefit in patients with mTNBC with stable or responding disease and in earlier lines of treatment. TRIAL REGISTRATION: ClinicalTrials.gov identifier: NCT01375842.";FALSE
