Text about trial;Therapeutic intervention?
"NCT02975934A Study of Rucaparib Versus Physician's Choice of Therapy in Participants With Metastatic Castration-resistant Prostate Cancer and Homologous Recombination Gene DeficiencyThe purpose of this study is to determine how participants with metastatic castration-resistant prostate cancer, and evidence of a homologous recombination gene deficiency, respond to treatment with rucaparib versus treatment with physician's choice of abiraterone acetate, enzalutamide, or docetaxel.DRUG: Rucaparib|DRUG: Abiraterone acetate or Enzalutamide or DocetaxelRadiographic Progression-free Survival (rPFS) by IRR in Participants With a BRCA Alteration, The primary efficacy endpoint for the study is rPFSirr, defined as the time from randomization to the first objective evidence of radiographic progression, or death due to any cause (whichever occurs first).

Radiographic disease progression includes confirmed soft tissue disease progression and confirmed bone disease progression as per modified RECIST Version 1.1 (at least a 20% increase in the sum of the LD of target lesions or appearance of one or more new extra-skeletal lesions and/or unequivocal progression of existing nontarget lesions) or PCWG3 criteria Progression by bone is determined by PCWG3 criteria in which at least two new lesions appearing during the first 12-week flare window followed by 2 additional new lesions in the confirmatory scan appearing after the 12-week flare window, or after the 12-week flare window, at least 2 new lesions relative to the first post-treatment scan confirmed on a subsequent scan)., From enrollment to primary completion of study (Total follow-up was up to approximately 4 years)|Radiographic Progression-free Survival (rPFS) by IRR in Participants With a BRCA or ATM Alteration Combined, The primary efficacy endpoint for the study is rPFSirr, defined as the time from randomization to the first objective evidence of radiographic progression, or death due to any cause (whichever occurs first).

Radiographic disease progression includes confirmed soft tissue disease progression and confirmed bone disease progression as per modified RECIST Version 1.1 (at least a 20% increase in the sum of the LD of target lesions or appearance of one or more new extra-skeletal lesions and/or unequivocal progression of existing nontarget lesions) or PCWG3 criteria (Progression by bone is determined by PCWG3 criteria in which at least two new lesions appearing during the first 12-week flare window followed by 2 additional new lesions in the confirmatory scan appearing after the 12-week flare window, or after the 12-week flare window, at least 2 new lesions relative to the first post-treatment scan confirmed on a subsequent scan)., From enrollment to primary completion of study (Total follow-up was up to approximately 4 years)Metastatic Castration Resistant Prostate Cancer";TRUE
"NCT02987543Study of Olaparib (Lynparza™) Versus Enzalutamide or Abiraterone Acetate in Men With Metastatic Castration-Resistant Prostate Cancer (PROfound Study)The purpose of this study is to evaluate the efficacy and safety of olaparib versus enzalutamide or abiraterone acetate in subjects with metastatic castration-resistant prostate cancer who have failed prior treatment with a new hormonal agent and have homologous recombination repair gene mutations.DRUG: olaparib|DRUG: enzalutamide|DRUG: abiraterone acetate|DRUG: abiraterone acetate|DRUG: enzalutamideRadiological Progression Free Survival (rPFS) by Blinded Independent Central Review (BICR) - Cohort A Only, The time from randomisation until the date of objective radiological disease progression (determined by RECIST 1.1 (soft tissue) and Prostate Cancer Working Group 3 (PCWG-3) (bone)) or death (by any cause in the absence of progression) regardless of whether the patient withdrew from randomised therapy or received another anti-cancer therapy prior to progression. Progression is defined using (i) Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.1) for soft tissue, as a \>=20% increase in the sum of diameters of target lesions and an absolute increase of \>=5mm taking as reference the smallest sum of diameters since treatment started including the baseline sum of diameters; (ii) Prostate Cancer Working Group 3 (PGWG-3) for bone as \>= 2 new bone lesions on the 1st week 8 scan compared to baseline. The confirmatory scan, \>=6 weeks later, must show \>=2 more new bone lesions (for a total of \>=4 new bone lesions since baseline)., Tumor assessments every 8 weeks from randomisation until radiographic progression assessed by BICR (median duration of treatment of 7 and 4 months for Olaparib and Investigators Choice of NHA respectively).Metastatic Castration-resistant Prostate Cancer";TRUE
NCT03016312A Study of Atezolizumab (Anti-PD-L1 Antibody) in Combination With Enzalutamide in Participants With Metastatic Castration-Resistant Prostrate Cancer (mCRPC) After Failure of an Androgen Synthesis Inhibitor And Failure of, Ineligibility For, or Refusal of a Taxane RegimenThis Phase III, multicenter, randomized, open-label study will evaluate the safety and efficacy of atezolizumab (anti-programmed death-ligand 1 \[anti-PD-L1\] antibody) in combination with enzalutamide compared with enzalutamide alone in participants with mCRPC after failure of an androgen synthesis inhibitor (e.g., abiraterone) and failure of, ineligibility for, or refusal of a taxane regimen. Participants will be randomized to one of the two treatment arms (atezolizumab in combination with enzalutamide, and enzalutamide alone) in a 1:1 ratio (experimental to control arm) in global randomized phase. Participants will receive treatment until investigator-assessed confirmed radiographic disease progression per Prostate Cancer Working Group 3 (PCWG3) criteria or unacceptable toxicity.DRUG: Atezolizumab|DRUG: EnzalutamideOverall Survival (OS), Overall Survival is defined as the time from randomization to death from any cause., Baseline until death from any cause (up to approximately 42 months)Prostatic Neoplasms, Castration-Resistant;TRUE
"NCT03072238Ipatasertib Plus Abiraterone Plus Prednisone/Prednisolone, Relative to Placebo Plus Abiraterone Plus Prednisone/Prednisolone in Adult Male Patients With Metastatic Castrate-Resistant Prostate CancerThe purpose of this study is to evaluate the efficacy, safety, and pharmacokinetics of ipatasertib plus abiraterone and prednisone/prednisolone compared with placebo plus abiraterone and prednisone/prednisolone in participants with metastatic castrate-resistant prostate cancer (mCRPC).DRUG: Ipatasertib|DRUG: Abiraterone|DRUG: Placebo|DRUG: Prednisone/PrednisoloneInvestigator-Assessed Radiographic Progression-Free Survival (rPFS) Per PCWG3 Criteria (PTEN Loss Population), Radiographic progression-free survival is defined as time from date of randomization to the first occurrence of documented disease progression, as assessed by the investigator with use of the Prostate Cancer Working Group 3 (PCWG3) criteria or death from any cause, whichever occurs first. Disease progression for soft tissue is defined as at least a 20% increase in the sum of diameters of target lesions, taking as reference the smallest sum on study, including baseline, and an absolute increase of at least 5 mm in the sum of diameters of target lesions; progression of non target lesions; the appearance of one or more new lesions. Disease progression for bone lesions is defined as 2 or more new lesions compared to baseline followed by a confirmatory bone scan at least 6 weeks later. rPFS will be analyzed in participants with phosphatase and tensin homolog (PTEN) - loss tumors (using the Ventana PTEN immunohistochemistry (IHC) assay)., Up to approximately 31 months|Investigator-Assessed Radiographic Progression-Free Survival (rPFS) Per PCWG3 Criteria (Intent-To-Treat (ITT) Population), Radiographic progression-free survival is defined as time from date of randomization to the first occurrence of documented disease progression, as assessed by the investigator with use of the Prostate Cancer Working Group 3 (PCWG3) criteria or death from any cause, whichever occurs first. Disease progression for soft tissue is defined as at least a 20% increase in the sum of diameters of target lesions, taking as reference the smallest sum on study, including baseline, and an absolute increase of at least 5 mm in the sum of diameters of target lesions; progression of non target lesions; the appearance of one or more new lesions. Disease progression for bone lesions is defined as 2 or more new lesions compared to baseline followed by a confirmatory bone scan at least 6 weeks later. rPFS will be analyzed in the Intent-to-Treat (ITT) population., Up to approximately 31 monthsMetastatic Prostate Cancer";TRUE
"NCT03395197Talazoparib + Enzalutamide vs. Enzalutamide Monotherapy in mCRPCThis study compares rPFS in men with mCRPC treated with talazoparib plus enzalutamide vs. enzalutamide after confirmation of the starting dose of talazoparib in combination with enzalutamide.DRUG: Talazoparib with enzalutamide|DRUG: Placebo with enzalutamideNumber of Participants With Treatment-Emergent Adverse Events (TEAEs) Occuring Within the First 66 Days of Dosing - Part 1, An adverse event (AE) was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are defined as newly occurring AEs or those worsening after first dose. As per Common Terminology Criteria for Adverse Events (CTCAE) version 4, Grade 1= mild AE; Grade 2= moderate AE; Grade 3= severe AE; Grade 4= life-threatening or disabling AE; Grade 5= death related to an AE. Serious TEAE (SAE) was an AE resulting in any of the following outcomes or deemed significant for any other reason: death; initial or prolonged inpatient hospitalization; life-threatening experience (immediate risk of dying); persistent or significant disability/incapacity; congenital anomaly. SAEs were determined according to the investigator's assessment. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to Day 66 in Part 1|Number of Participants With All-Causality Clustered Treatment-Emergent Cytopenias by Preferred Term (PT) and Max CTCAE Grade Occuring Within the First 66 Days of Dosing - Part 1, An AE was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are defined as newly occurring AEs or those worsening after first dose. As per CTCAE version 4, Grade 1=mild AE; Grade 2=moderate AE; Grade 3=severe AE; Grade 4=life-threatening or disabling AE; Grade 5=death related to an AE. Medical Dictionary for Regulatory Activities (MedDRA) v25.0 coding dictionary applied. PTs for the cluster terms are: ANEMIA, including Anemia, Hematocrit decreased, Hemoglobin decreased, and Red blood cell count decreased; THROMBOCYTOPENIA, including, Thrombocytopenia and Platelet count decreased; NEUTROPENIA, including Febrile neutropenia, Neutropenia and Neutrophil count decreased; LEUKOPENIA, including Leukopenia, White blood cell count decreased. Events in any grade with at least 1 occurrence in participants are reported for this outcome measure. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to Day 66 in Part 1|Number of Participants With All-Causality TEAEs During the Overall Period of Part 1, An adverse event (AE) was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are defined as newly occurring AEs or those worsening after first dose. As per CTCAE version 4, Grade 1= mild AE; Grade 2= moderate AE; Grade 3= severe AE; Grade 4= life-threatening or disabling AE; Grade 5= death related to an AE. Serious TEAE (SAE) was an AE resulting in any of the following outcomes or deemed significant for any other reason: death; initial or prolonged inpatient hospitalization; life-threatening experience (immediate risk of dying); persistent or significant disability/incapacity; congenital anomaly. SAEs were determined according to the investigator's assessment. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to 28 days after the last dose of study intervention, or before new systemic antineoplastic therapy, whichever occurred first (maximum of 235.14 weeks)|Number of Participants With Treatment-Related TEAEs During the Overall Period of Part 1, An AE was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are defined as newly occurring AEs or those worsening after first dose. Treatment-related AE was any untoward medical occurrence attributed to study intervention in a participant who received study intervention. As per CTCAE version 4, Grade 1= mild AE; Grade 2= moderate AE; Grade 3= severe AE; Grade 4= life-threatening or disabling AE; Grade 5= death related to an AE. An SAE was an AE resulting in any of the following outcomes or deemed significant for any other reason: death; initial or prolonged inpatient hospitalization; life-threatening experience (immediate risk of dying); persistent or significant disability/incapacity; congenital anomaly. SAEs were determined according to the investigator's assessment. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to 28 days after the last dose of study intervention, or before new systemic antineoplastic therapy, whichever occurred first (maximum of 235.14 weeks)|Number of Participants With All-Causality Clustered Treatment-Emergent Cytopenias by PT and Max CTCAE Grade Occuring Anytime After Dosing - Part 1, An AE was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are defined as newly occurring AEs or those worsening after first dose. As per CTCAE version 4, Grade 1=mild AE; Grade 2=moderate AE; Grade 3=severe AE; Grade 4=life-threatening or disabling AE; Grade 5=death related to an AE. MedDRA v25.0 coding dictionary applied. PTs for the cluster terms are: ANEMIA, including Anemia, Hematocrit decreased, Hemoglobin decreased, and Red blood cell count decreased; THROMBOCYTOPENIA, including, Thrombocytopenia and Platelet count decreased; NEUTROPENIA, including Febrile neutropenia, Neutropenia and Neutrophil count decreased; LEUKOPENIA, including Leukopenia, White blood cell count decreased. Events in any grade with at least 1 occurrence in participants are reported for this outcome measure. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to 28 days after the last dose of study intervention, or before new systemic antineoplastic therapy, whichever occurred first (maximum of 235.14 weeks)|Number of Participants With Treatment-Related Clustered Treatment-Emergent Cytopenias by PT and Max CTCAE Grade in >=10% of Participants Occuring Anytime After Dosing - Part 1, An AE was any untoward medical occurrence in a participant who received study intervention without regard to possibility of causal relationship. TEAEs are newly occurring AEs or those worsening after first dose. Treatment-related AE was any AE attributed to study intervention in a participant who received study intervention. As per CTCAE version 4, Grade 1=mild; Grade 2=moderate; Grade 3=severe; Grade 4=life-threatening or disabling; Grade 5=death related to an AE. MedDRA v25.0 coding dictionary applied. PTs for the cluster terms are: ANEMIA, including Anemia, Hematocrit decreased, Hemoglobin decreased, and Red blood cell count decreased; THROMBOCYTOPENIA, including, Thrombocytopenia and Platelet count decreased; NEUTROPENIA, including Febrile neutropenia, Neutropenia and Neutrophil count decreased; LEUKOPENIA, including Leukopenia, White blood cell count decreased. Events in any grade with incidence in \>=10% of participants are reported. Results as of 16 Aug 2022 are reported., Post dose on Day 1 up to 28 days after the last dose of study intervention, or before new systemic antineoplastic therapy, whichever occurred first (maximum of 235.14 weeks)|Blinded Independent Central Review (BICR) Assessed Radiographic Progression-Free Survival (rPFS) Per Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 for All-Comers - Part 2 Cohort 1, rPFS is defined as the time from the date of randomization to first objective evidence of radiographic progression as assessed in soft tissue per RECIST 1.1, or death, whichever occurs first. Soft tissue disease status was assessed at regular intervals during the course of the study by computed tomography (CT) of chest and CT or magnetic resonance imaging (MRI) of abdomen and pelvis. Progression is defined using RECIST 1.1 as a \>=20% increase in the sum of the longest diameter of target lesions, or a measurable increase in a non-target lesion, or the appearance of new lesions. Results as of 16 Aug 2022 are reported for this outcome measure., From the start of treatment to the time of first documented progression, or death (maximum up to 42 months)|BICR Assessed rPFS Per RECIST 1.1 in Patients With DDR Deficiencies - Part 2, rPFS is defined as the time from the date of randomization to first objective evidence of radiographic progression as assessed in soft tissue per RECIST 1.1, or death, whichever occurs first. Soft tissue disease status was assessed at regular intervals during the course of the study by CT of chest and CT or MRI of abdomen and pelvis. Results as of 03 Oct 2022 are reported for this outcome measure., From the start of treatment to the time of first documented progression, or death (maximum up to 38 months)mCRPC";TRUE
NCT03406858Pembro and HER2Bi-Armed Activated T Cells in Treating Patients With Metastatic Castration Resistant Prostate CancerThis phase II trial studies how well pembrolizumab and HER2Bi-armed activated T cells work in treating patients with castration resistant prostate cancer that has spread to other places in the body. Monoclonal antibodies, such as pembrolizumab, may interfere with the ability of tumor cells to grow and spread. HER2Bi-armed activated T cells are made using T cells and may target and kill cancer cells. Giving pembrolizumab and HER2Bi-armed activated T cells may work better in treating patients with castration resistant prostate cancer.BIOLOGICAL: HER2Bi-Armed Activated T Cells|OTHER: Laboratory Biomarker Analysis|BIOLOGICAL: PembrolizumabProgression-free Survival, Percentage of patients achieving clinical progression-free interval at 6 months from study registration, Up to 6 monthsCastration Levels of Testosterone|Castration-Resistant Prostate Carcinoma|Prostate Carcinoma Metastatic in the Bone|PSA Progression|Stage IV Prostate Adenocarcinoma AJCC v7;TRUE
"NCT03511664Study of 177Lu-PSMA-617 In Metastatic Castrate-Resistant Prostate CancerThe primary objective of this study was to compare the two alternate primary endpoints of radiographic progression-free survival (rPFS) and overall survival (OS) in patients with progressive prostate-specific membrane antigen (PSMA)-positive metastatic castration-resistant prostate cancer (mCRPC) who received 177Lu-PSMA-617 in addition to best supportive/best standard of care (BSC/BSoC) versus patients treated with best supportive/best standard of care alone.DRUG: 177Lu-PSMA-617|OTHER: Best supportive/best standard of careRadiographic Progression-free Survival (rPFS), Radiographic progression-free survival (rPFS) was defined as the time (in months) from the date of randomization to the date of radiographic disease progression based on the central review assessment per the Prostate Cancer Clinical Trials Working Group 3 (PCWG3) criteria or death due to any cause. Patients who were alive without radiographic progression at the analysis data cut-off were censored for rPFS at the time of their last evaluable radiographic assessment. Date of censoring for rPFS: 1) The censoring date was the date when the last evaluable radiographic assessment (CT/MRI/bone scan) determined a lack of progression; 2) If there were no evaluable assessments, censoring occurred at the date of randomization; 3) Patients who had 2 or more consecutive missed tumor assessments immediately prior to PD or death were censored at the date of the last evaluable tumor assessment prior to those missing tumor assessments., From date of randomization until date of radiographic progression or date of death from any cause, whichever comes first, assessed up to 43 months (Final OS analysis cut-off date = 27-Jan-2021)|Overall Survival (OS), Overall Survival (OS) was defined as the time (in months) from the date of randomization to the date of death due to any cause. If the patient was not known to have died, then OS was censored. The censoring date was date of the last study visit, or contact, until the cut-off date. The cut-off date was not used for last contact date, unless the patient was seen or contacted on that date., From date of randomization until date of death from any cause, assessed up to 43 months (Final OS analysis cut-off date = 27-Jan-2021)Prostate Cancer";TRUE
"NCT03732820Study on Olaparib Plus Abiraterone as First-line Therapy in Men With Metastatic Castration-resistant Prostate CancerThe purpose of this study is to evaluate the efficacy and safety (including evaluating side effects) of combination of olaparib and abiraterone versus placebo and abiraterone in patients with metastatic castration-resistant prostate cancer (mCRPC) who have received no prior cytotoxic chemotherapy or new hormonal agents (NHAs) at metastatic castration-resistant prostate cancer (mCRPC) stage.DRUG: olaparib|DRUG: abiraterone acetateNumber of Participants With Radiological Progression Free Survival (rPFS) Event by Investigator Assessment, An rPFS event is defined as progression determined by Response Evaluation Criteria in Solid Tumours version 1.1 \[RECIST 1.1\] and/or Prostate Cancer Working Group 3 \[PCWG-3\] or death (by any cause in the absence of progression), regardless of whether the patient withdraws from randomised therapy or receives another anticancer therapy prior to progression.

Per RECIST v1.1, progression is defined as the sum of TLs has a 20% and absolute ≥ 5mm increase from nadir, and/or unequivocal progression in any non target lesions, and/or any new lesion identified.

Per PCWG3, progression on a bone scan is defined as 2 or more new lesions observed from the first visit after baseline compared to baseline, or from all other visits compared to first visit after baseline. A confirmatory scan is required., Assessed from date of randomisation to data cut off (DCO1): 30Jul2021 (Approx. 2 years 9 months)Metastatic Castration-resistant Prostate Cancer";TRUE
"NCT03735680A Study to Evaluate ONM-100, an Intraoperative Fluorescence Imaging Agent for the Detection of CancerThis study is to evaluate diagnostic performance, safety and timing of post-dose imaging of ONM-100, an intraoperative fluorescence imaging agent for the detection of cancer in patients with solid tumors undergoing routine surgery.DRUG: ONM-100Measure Mean Fluorescence Intensity of Histologically Confirmed Tumor vs Normal Tissue in Patients Undergoing Routine Surgery [Tumor to Background Ratio (TBR)], Part 1: Evaluate the dose(s) at which ONM-100 fluorescence imaging is feasible at 3±2 hours post dose.

Part 2: Verify the safety and diagnostic performance of ONM-100 compared to standard pathology at the dose(s) and imaging schedule(s) post dose selected from Part 1 for the detection of primary tumors and the metastatic lymph nodes in a variety of solid cancers (which could have included HNSCC, breast cancer, colorectal cancer, urothelial cancer, prostate cancer, ovarian cancer, and/or non-small cell lung carcinoma \[NSCLC\]).

Part 3: Assess the safety and efficacy (sensitivity and positive predictive value \[PPV\] of ONM-100 for intraoperative imaging during HNSCC surgery., 1 day|Incidence Rate of All Treatment-emergent Adverse Events (TEAEs) From Time of ONM-100 Administration Through Day 28, Evaluate safety at the dose(s) used to assess imaging feasibility and select the dose(s) and imaging schedule(s) post dose that are safe and provide optimal imaging of solid tumors and metastatic lymph nodes; the dose and time post dose chosen for the detection of primary tumors and metastatic lymph nodes could be the same or different., 28 daysBreast Cancer|Head and Neck Squamous Cell Carcinoma|Colorectal Cancer|Prostate Cancer|Ovarian Cancer|Urothelial Carcinoma|Non-small Cell Lung Cancer";FALSE
"NCT03748641A Study of Niraparib in Combination With Abiraterone Acetate and Prednisone Versus Abiraterone Acetate and Prednisone for Treatment of Participants With Metastatic Prostate CancerThe purpose of this study is to evaluate the effectiveness of niraparib in combination with abiraterone acetate plus prednisone (AAP) compared to AAP and placebo.DRUG: Niraparib|DRUG: Abiraterone Acetate|DRUG: Prednisone|DRUG: Placebo|DRUG: New Formulation of Niraparib and Abiraterone Acetate (AA)Cohort 1: Radiographic Progression-Free Survival (rPFS) as Assessed by Blinded Independent Central Review (BICR), As per BICR, rPFS is time interval from the date of randomization to radiographic progression or death, whichever occurs first. Radiographic progression was determined by: 1) progression of soft tissue lesions measured by computerized tomography (CT) or magnetic resonance imaging (MRI) as per response evaluation criteria in solid tumors (RECIST) 1.1; 2) Progression of bone lesions observed by bone scan based on prostate cancer working group 3 (PCWG3) criteria. PCWG3 criteria: bone progression was confirmed by subsequent scan greater than or equal to (\>=) 6 weeks later. Week 8 scan was baseline to which all subsequent scans were compared to determine progression. Confirmatory scan \>=2 new lesions indicate progression; scan does not show \>= 2 new lesions means no progression. If Week 8 scan less than (\<) 2 new bone lesions compared to baseline, the initial scan \>=2 new lesions compared to Week 8 scan indicates progression if confirmed by subsequent scan \>=6 weeks later., Up to 32 monthsCastration-Resistant Prostatic Cancer";TRUE
"NCT03834493Study of Pembrolizumab (MK-3475) Plus Enzalutamide Versus Placebo Plus Enzalutamide in Participants With Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-3475-641/KEYNOTE-641)The purpose of this study is to assess the efficacy and safety of the combination of pembrolizumab (MK-3475) and enzalutamide in the treatment of men with metastatic castration-resistant prostate cancer (mCRPC) who have not received chemotherapy for mCRPC, are abiraterone-naive, or are intolerant to or progressed on abiraterone acetate. There are two primary study hypotheses.

Hypothesis 1: The combination of pembrolizumab plus enzalutamide is superior to placebo plus enzalutamide with respect to Overall Survival (OS).

Hypothesis 2: The combination of pembrolizumab plus enzalutamide is superior to placebo plus enzalutamide with respect to Radiographic Progression-free Survival (rPFS) per Prostate Cancer Working Group (PCWG)-modified Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) as assessed by blinded independent central review.BIOLOGICAL: Pembrolizumab|DRUG: Enzalutamide|DRUG: PlaceboOverall Survival (OS), OS was defined as the time from randomization to death due to any cause. The OS for all participants is presented., Up to 40 months (through database cut-off date of 12-Dec-2022)|Radiographic Progression-free Survival (rPFS) Per Prostate Cancer Working Group (PCWG)-Modified Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) as Assessed by Blinded Independent Central Review, rPFS was defined as the time from randomization to the first documented progressive disease (PD) per PCWG-modified RECIST 1.1 based on blinded independent central review or death due to any cause, whichever occurred first. The rPFS per PCWG-modified RECIST for all participants is presented., Up to 40 months (through database cut-off date of 12-Dec-2022)Prostatic Neoplasms";TRUE
"NCT03834506Study of Pembrolizumab (MK-3475) Plus Docetaxel Versus Placebo Plus Docetaxel in Chemotherapy-naive Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-3475-921/KEYNOTE-921)The purpose of this study is to assess the efficacy and safety of the combination of pembrolizumab (MK-3475) and docetaxel in the treatment of men with metastatic castration-resistant prostate cancer (mCRPC) who have not received chemotherapy for mCRPC but have progressed on or are intolerant to Next Generation Hormonal Agent (NHA).

There are two primary study hypotheses.

Hypothesis 1: The combination of pembrolizumab plus docetaxel plus prednisone is superior to placebo plus docetaxel plus prednisone with respect to Overall Survival (OS).

Hypothesis 2: The combination of pembrolizumab plus docetaxel plus prednisone is superior to placebo plus docetaxel plus prednisone with respect to Radiographic Progression-free Survival (rPFS) per Prostate Cancer Working Group (PCWG)-modified Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) as assessed by blinded independent central review.BIOLOGICAL: Pembrolizumab|DRUG: Docetaxel|DRUG: Prednisone|DRUG: Placebo|DRUG: DexamethasoneOverall Survival (OS), OS was defined as the time from randomization to death due to any cause. The OS was calculated using the product-limit (Kaplan-Meier) method for censored data. Participants without documented death at the time of the analysis were censored at the date of the last follow-up., Up to 36.5 months|Radiographic Progression-free Survival (rPFS) Per Prostate Cancer Working Group (PCWG)-Modified Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) as Assessed by Blinded Independent Central Review (BICR), rPFS was defined as the time from randomization to occurrence of: radiological tumor progression using RECIST 1.1 as assessed by BICR; progression of bone lesions using PCWG criteria; or death due to any cause. Progression as per RECIST 1.1 was ≥20% increase in sum of diameters of target lesions and progression of existing non-target lesions. Progression of bone lesions by PCWG criteria was the appearance of ≥2 new bone lesions on bone scan, that have been confirmed to not represent tumor flare, and was persistent for ≥6 weeks. The rPFS was calculated using the product-limit (Kaplan-Meier) method for censored data. Participants without a rPFS event were censored at the date of last disease assessment., Up to approximately 28 monthsProstatic Neoplasms";TRUE
"NCT03834519Study of Pembrolizumab (MK-3475) Plus Olaparib Versus Abiraterone Acetate or Enzalutamide in Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-7339-010/KEYLYNK-010)The purpose of this study is to assess the efficacy and safety of the combination of the polyadenosine 5'-diphosphoribose poly (ADP-ribose) polymerase (PARP) inhibitor olaparib and pembrolizumab in the treatment of participants with mCRPC who have failed to respond to either abiraterone acetate or enzalutamide (but not both) and to chemotherapy.

The primary study hypotheses are that the combination of pembrolizumab plus olaparib is superior to abiraterone acetate or enzalutamide with respect to:

1. Overall Survival (OS) and
2. Radiographic progression-free survival (rPFS) per Prostate Cancer Working Group (PCWG)-modified Response Evaluation Criteria in Solid Tumors Version 1.1 as assessed by blinded independent central review (BICR)

As of Amendment 06, the Data Monitoring Committee (DMC) is no longer applicable. Participants still on treatment may have the option to continue receiving study intervention or SOC if they are deriving clinical benefit, until criteria for discontinuation are met. Participants who are still on study treatment and deriving clinical benefit will no longer have tumor response assessments by BICR. However, local tumor imaging assessments should continue per SOC schedule. In addition, ePRO assessments will no longer be performed and biomarker samples will no longer be collected.BIOLOGICAL: Pembrolizumab|DRUG: Olaparib|DRUG: Abiraterone acetate|DRUG: Prednisone|DRUG: Enzalutamide|DRUG: PrednisoloneOverall Survival (OS), Overall survival (OS) is defined as the time from randomization to death due to any cause. The nonparametric Kaplan-Meier method was used to estimate the survival curves., Up to ~31 months|Radiographic Progression-Free Survival (rPFS), rPFS is defined as the time from randomization to the first documented progressive disease (PD) per PCWG-modified RECIST 1.1 based on BICR or death due to any cause, whichever occurred first. Per PCWG-modified RECIST 1.1, PD is defined as ≥20% increase in the sum of diameters of target lesions. In addition to the relative increase of 20%, the sum must also have demonstrated an absolute increase of ≥5 mm. The appearance of one or more new lesions or ≥2 new bone lesions was also considered PD. PCWG-modified RECIST is similar to RECIST 1.1 with the exception that a confirmation assessment of PD (\>4 weeks after the initial PD) is required for participants who remain on treatment following a documented PD per RECIST 1.1 and PCWG rules include new bone lesions. The rPFS per PCWG-modified RECIST as assessed by BICR for all participants is presented. The nonparametric Kaplan-Meier method was used to estimate the survival curves., Up to ~31 monthsProstatic Neoplasms";TRUE
NCT04179968The Role of 68Gallium PSMA-11 in Enhancing Diagnosis of Primary and Metastatic Prostate CancerTo goal of this research is to assess the ability of Gallium-68 (68Ga) Prostate-Specific Membrane Antigen-11 (PSMA-11) positron emission tomography/computed tomography (PET/CT) to increase diagnostic accuracy in localizing primary and metastatic lesions in patients with suspected prostate cancer and elevated Prostate Imaging Reporting and Data System (PI-RADS) scores and Prostate-Specific Antigen (PSA).DRUG: 68Ga PSMA-11 injection|PROCEDURE: Positron Emission Tomography/Computed TomographyNumber of Primary Prostate Lesions Detected on Early Dynamic 68Ga-PSMA-11 PET/CT Imaging, Number of primary prostate lesions will be detected using early dynamic 68Ga-PSMA-11 PET/CT imaging. PSMA is a protein expressed on prostate cancer cells that can be imaged using small molecules that target this protein., During PET/CT imaging, up to 2 hours|Number of Primary Prostate Lesions Detected by mpMRI, Number of primary prostate lesions will be detected by using mpMRI., During mpMRI, up to 2 hoursProstate Cancer|Prostate Cancer Metastatic;FALSE
NCT04495179A Study of AZD4635 With Durvalumab and With Cabazitaxel and Durvalumab in Patients With mCRPC.This is a Phase II, international, open-label, two-arm, non-randomised study of AZD4635 in participants with metastatic castration-resistant prostate cancer (mCRPC).DRUG: AZD4635|DRUG: Durvalumab|DRUG: CabazitaxelRadiographic Progression Free Survival (rPFS) in Each Arm Separately to Determine the Efficacy of AZD4635 Plus Durvalumab and of AZD4635 Plus Durvalumab Plus Cabazitaxel in Patients With Metastatic Castrate-resistant Prostate Cancer (mCRPC), rPFS was defined as the time from first dose to radiographic progression, assessed by the Investigator per RECIST 1.1 (soft tissue) and PCWG3 (Prostate Cancer Working Group 3) criteria \[bone\] or death from any cause, whichever occurred first., From first dose to first documented progression or death from any cause (whichever comes first) (approximately 1 year)Progressive Metastatic Castrate-Resistant Prostate Cancer;TRUE
